"idade_pessoa";"salario_anual";"tipo_imovel";"anos_trabalhados";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros";"possibilidade_inadimplencia";"renda_percentual";"foi_inadimplente";"anos_primeiro_emprestimo"
31;75000;"Rent";4.0;"Medical";"C";4000;13.49;0;0.05;"Y";8
28;45000;"Mortgage";2.0;"Education";"A";3000;5.79;0;0.07;"N";8
25;125000;"Mortgage";3.0;"Venture";"A";10000;5.99;0;0.08;"N";3
21;35364;"Rent";3.0;"Venture";"B";10000;0.0;0;0.28;"N";4
38;51000;"Rent";3.0;"Homeimprovement";"B";17000;10.38;1;0.33;"N";11
27;120000;"Mortgage";4.0;"Debtconsolidation";"C";15000;13.49;0;0.13;"Y";6
23;54860;"Rent";0.0;"Personal";"C";5000;14.17;0;0.09;"N";4
23;75000;"Rent";0.0;"Personal";"B";10000;11.49;0;0.13;"N";2
25;78000;"Mortgage";9.0;"Debtconsolidation";"D";8000;16.0;1;0.1;"N";4
29;30000;"Rent";0.0;"Personal";"E";10200;17.99;1;0.34;"N";5
44;49200;"Mortgage";2.0;"Venture";"D";3600;16.29;0;0.07;"Y";14
26;45000;"Mortgage";0.0;"Medical";"C";7750;12.53;0;0.17;"Y";4
22;33000;"Rent";2.0;"Education";"B";7500;0.0;0;0.23;"N";4
35;75000;"Mortgage";5.0;"Personal";"B";5000;8.7;0;0.07;"N";9
25;180000;"Own";9.0;"Medical";"C";20000;14.26;0;0.11;"Y";4
25;41000;"Rent";3.0;"Venture";"B";3000;0.0;0;0.07;"N";3
47;18000;"Rent";4.0;"Medical";"A";2000;7.29;0;0.11;"N";11
51;60000;"Mortgage";1.0;"Personal";"A";7500;0.0;0;0.13;"N";24
44;52000;"Mortgage";2.0;"Venture";"A";6000;8.59;0;0.12;"N";11
26;105000;"Mortgage";10.0;"Debtconsolidation";"A";9500;9.32;0;0.09;"N";3
35;30555;"Rent";4.0;"Medical";"C";4500;13.22;0;0.15;"N";10
29;77248;"Mortgage";13.0;"Homeimprovement";"C";21600;13.85;0;0.28;"Y";7
27;25000;"Rent";9.0;"Venture";"C";2000;13.11;0;0.08;"Y";6
24;50000;"Rent";3.0;"Personal";"D";5000;14.74;0;0.1;"Y";4
31;41004;"Rent";5.0;"Medical";"D";5000;15.28;0;0.12;"N";10
22;30000;"Mortgage";2.0;"Medical";"B";6000;11.99;0;0.2;"N";3
32;90301;"Mortgage";2.0;"Venture";"C";15000;13.47;0;0.17;"Y";6
23;80000;"Rent";6.0;"Personal";"A";5000;5.42;0;0.06;"N";2
31;50000;"Mortgage";5.0;"Venture";"A";2000;6.39;0;0.04;"N";5
31;60682;"Rent";3.0;"Venture";"A";8650;8.49;0;0.14;"N";8
23;38000;"Rent";4.0;"Personal";"B";10000;10.99;0;0.26;"N";2
25;115000;"Mortgage";3.0;"Education";"A";7600;6.99;0;0.07;"N";4
22;91000;"Rent";6.0;"Personal";"A";8000;6.92;0;0.09;"N";4
27;60000;"Mortgage";12.0;"Medical";"D";2000;15.7;1;0.03;"Y";6
24;89000;"Mortgage";1.0;"Venture";"D";25000;15.65;1;0.28;"Y";4
23;80607;"Rent";2.0;"Medical";"B";6000;12.21;0;0.07;"N";2
32;34000;"Mortgage";4.0;"Homeimprovement";"A";7500;5.99;1;0.22;"N";7
41;23396;"Own";5.0;"Homeimprovement";"B";10000;10.38;0;0.43;"N";16
24;43200;"Rent";8.0;"Medical";"C";7200;13.49;0;0.17;"Y";4
27;72000;"Mortgage";6.0;"Education";"A";6000;5.42;0;0.08;"N";10
23;50400;"Other";7.0;"Education";"D";8000;13.61;0;0.158730158;"N";5
24;69000;"Rent";1.0;"Venture";"B";5600;9.99;0;0.08;"N";3
26;58000;"Mortgage";5.0;"Medical";"B";31300;11.71;0;0.54;"N";3
30;185000;"Mortgage";8.0;"Venture";"B";15000;10.99;0;0.08;"N";7
29;130000;"Mortgage";13.0;"Venture";"A";17500;8.94;0;0.13;"N";9
22;69600;"Rent";6.0;"Personal";"A";12000;7.29;0;0.17;"N";4
35;19200;"Rent";4.0;"Personal";"A";960;7.88;0;0.05;"N";7
23;63189;"Mortgage";7.0;"Venture";"B";8000;10.74;0;0.13;"N";2
23;115000;"Mortgage";4.0;"Education";"A";24000;7.9;0;0.21;"N";3
36;160000;"Mortgage";5.0;"Education";"C";10000;12.73;0;0.06;"Y";15
23;30000;"Rent";0.0;"Homeimprovement";"C";5000;12.99;1;0.17;"Y";2
26;59760;"Mortgage";0.0;"Homeimprovement";"B";6000;9.99;0;0.1;"N";2
24;55000;"Rent";8.0;"Personal";"A";4800;6.92;0;0.09;"N";3
21;30720;"Rent";5.0;"Education";"C";18000;13.48;1;0.59;"Y";4
23;95000;"Mortgage";7.0;"Education";"A";35000;7.9;0;0.37;"N";4
34;41004;"Mortgage";5.0;"Homeimprovement";"C";16000;11.78;0;0.39;"N";5
24;30000;"Mortgage";9.0;"Debtconsolidation";"C";2400;13.11;0;0.08;"Y";2
23;140000;"Rent";5.0;"Debtconsolidation";"B";12000;11.12;0;0.09;"N";3
28;86000;"Mortgage";12.0;"Education";"B";15000;10.62;0;0.17;"N";10
22;30000;"Rent";0.0;"Personal";"A";8000;9.32;0;0.27;"N";4
32;25000;"Other";3.0;"Debtconsolidation";"A";11200;7.88;1;0.45;"N";5
25;83004;"Mortgage";9.0;"Personal";"A";5000;6.76;0;0.06;"N";4
29;50004;"Mortgage";3.0;"Debtconsolidation";"B";20000;11.58;0;0.4;"N";7
39;403750;"Mortgage";10.0;"Medical";"B";35000;0.0;1;0.07;"N";11
26;43000;"Rent";0.0;"Personal";"A";2125;8.9;0;0.05;"N";3
35;82000;"Mortgage";3.0;"Personal";"A";18800;7.51;0;0.23;"N";10
24;150000;"Rent";8.0;"Venture";"B";5000;0.0;0;0.03;"N";4
36;20004;"Rent";1.0;"Venture";"B";4375;10.74;0;0.22;"N";17
24;33000;"Mortgage";3.0;"Venture";"C";4000;13.04;0;0.12;"N";4
22;55000;"Rent";2.0;"Education";"B";6800;11.99;0;0.12;"N";2
28;80004;"Mortgage";5.0;"Medical";"A";12000;6.91;0;0.15;"N";6
28;50000;"Rent";0.0;"Personal";"C";10800;13.49;0;0.22;"Y";5
29;56700;"Mortgage";9.0;"Venture";"C";10000;0.0;0;0.18;"Y";5
25;20000;"Rent";1.0;"Medical";"A";12000;8.07;1;0.6;"N";2
23;120000;"Mortgage";4.0;"Education";"B";2400;12.42;0;0.02;"N";3
25;100000;"Mortgage";9.0;"Education";"B";8000;10.25;0;0.08;"N";3
43;49578;"Other";11.0;"Personal";"C";4462;0.0;0;0.09;"Y";2
23;45000;"Rent";3.0;"Medical";"B";5275;10.39;0;0.12;"N";2
26;42000;"Rent";2.0;"Personal";"C";10800;13.99;1;0.26;"N";2
27;128000;"Mortgage";11.0;"Venture";"B";32000;11.11;0;0.25;"N";7
21;75000;"Mortgage";4.0;"Education";"B";7125;9.99;0;0.1;"N";4
31;20000;"Rent";0.0;"Medical";"C";5000;13.8;0;0.25;"N";5
25;31000;"Mortgage";2.0;"Personal";"B";12250;11.36;1;0.4;"N";3
24;70000;"Rent";3.0;"Education";"B";25000;11.86;1;0.36;"N";4
25;85000;"Rent";1.0;"Education";"A";12000;0.0;0;0.14;"N";2
27;31000;"Rent";4.0;"Debtconsolidation";"A";8000;7.66;1;0.26;"N";8
24;32000;"Rent";5.0;"Education";"C";12000;13.85;1;0.38;"N";3
35;24996;"Rent";2.0;"Debtconsolidation";"B";6200;0.0;0;0.25;"N";5
24;34000;"Rent";1.0;"Venture";"B";5750;10.75;0;0.17;"N";3
33;72000;"Mortgage";6.0;"Venture";"A";4250;5.42;0;0.06;"N";5
23;70000;"Mortgage";1.0;"Personal";"B";5000;11.12;0;0.07;"N";3
26;51700;"Own";2.0;"Homeimprovement";"A";13200;7.51;0;0.26;"N";4
23;62000;"Mortgage";7.0;"Medical";"B";6400;10.08;0;0.1;"N";3
27;35004;"Rent";7.0;"Medical";"B";5000;10.75;0;0.14;"N";8
33;34000;"Mortgage";8.0;"Homeimprovement";"D";6000;14.11;1;0.18;"N";9
22;94692;"Mortgage";5.0;"Education";"B";20000;11.49;0;0.21;"N";4
32;120000;"Mortgage";13.0;"Education";"B";2000;0.0;0;0.02;"N";10
31;30000;"Rent";5.0;"Personal";"C";6000;13.23;0;0.2;"N";5
24;7500;"Rent";0.0;"Homeimprovement";"C";1200;13.48;1;0.16;"N";4
23;37000;"Rent";4.0;"Debtconsolidation";"A";6400;0.0;0;0.17;"N";4
33;35000;"Rent";0.0;"Personal";"A";5000;8.9;0;0.14;"N";5
29;45000;"Rent";4.0;"Venture";"B";10000;12.42;0;0.22;"N";7
24;33996;"Rent";2.0;"Homeimprovement";"D";5000;14.96;1;0.15;"N";2
23;72000;"Rent";3.0;"Personal";"A";10000;6.91;0;0.14;"N";2
42;27000;"Rent";4.0;"Medical";"B";9000;11.11;1;0.33;"N";16
34;30144;"Mortgage";3.0;"Education";"C";18000;12.84;0;0.6;"Y";10
26;25000;"Own";7.0;"Venture";"A";11500;7.88;0;0.46;"N";3
22;49000;"Other";6.0;"Venture";"B";10000;6.62;0;0.204081632;"N";2
25;26400;"Rent";0.0;"Education";"B";2500;10.62;0;0.09;"N";2
25;70000;"Rent";5.0;"Homeimprovement";"A";6800;5.42;0;0.1;"N";2
34;50000;"Rent";5.0;"Homeimprovement";"B";2000;11.48;0;0.04;"N";5
28;42200;"Mortgage";5.0;"Venture";"B";13200;11.48;0;0.31;"N";8
22;55000;"Rent";5.0;"Education";"B";2500;0.0;0;0.05;"N";4
22;35004;"Own";0.0;"Medical";"A";10000;7.51;0;0.29;"N";4
24;72800;"Mortgage";0.0;"Homeimprovement";"B";2300;10.62;0;0.03;"N";4
21;110000;"Mortgage";0.0;"Venture";"A";20000;0.0;0;0.18;"N";4
28;72000;"Rent";4.0;"Venture";"C";12000;13.49;0;0.17;"Y";6
21;25000;"Rent";6.0;"Education";"B";6925;11.71;0;0.28;"N";3
24;35000;"Own";1.0;"Venture";"E";3500;16.0;0;0.1;"N";3
23;58200;"Mortgage";2.0;"Personal";"B";13000;0.0;0;0.22;"N";3
25;117014;"Mortgage";5.0;"Education";"A";8400;7.29;0;0.07;"N";3
34;135000;"Mortgage";18.0;"Education";"A";8000;9.32;0;0.06;"N";6
32;50004;"Mortgage";2.0;"Education";"C";6250;12.87;0;0.12;"Y";6
28;81996;"Mortgage";12.0;"Education";"B";3000;12.42;0;0.04;"N";5
23;27996;"Own";1.0;"Personal";"D";4800;15.99;0;0.17;"Y";2
24;16000;"Rent";2.0;"Homeimprovement";"C";2600;0.0;1;0.16;"Y";2
34;29152;"Rent";0.0;"Debtconsolidation";"B";5000;10.36;0;0.17;"N";10
25;50000;"Rent";4.0;"Education";"E";10000;16.82;0;0.2;"Y";2
25;38400;"Rent";0.0;"Debtconsolidation";"B";7000;9.99;0;0.18;"N";2
24;110000;"Mortgage";8.0;"Personal";"A";7500;6.17;0;0.07;"N";2
42;68000;"Mortgage";2.0;"Venture";"A";5000;7.51;0;0.07;"N";17
21;42000;"Rent";5.0;"Education";"A";1500;5.79;0;0.04;"N";3
22;82000;"Rent";6.0;"Education";"D";12000;13.55;0;0.15;"N";4
35;33000;"Own";0.0;"Education";"C";2000;13.98;0;0.06;"Y";6
28;70000;"Mortgage";12.0;"Debtconsolidation";"A";9000;5.42;1;0.13;"N";7
22;26500;"Rent";3.0;"Debtconsolidation";"A";1900;7.29;1;0.07;"N";3
27;150000;"Mortgage";4.0;"Venture";"C";6000;13.49;0;0.04;"N";6
22;60000;"Mortgage";6.0;"Debtconsolidation";"A";5000;5.99;0;0.08;"N";4
32;51250;"Rent";2.0;"Medical";"A";11000;7.29;0;0.21;"N";5
36;36000;"Own";4.0;"Medical";"D";10000;16.29;0;0.28;"Y";17
30;135000;"Mortgage";8.0;"Debtconsolidation";"A";32000;7.9;0;0.24;"N";9
26;71400;"Rent";10.0;"Medical";"D";16000;0.0;1;0.19;"Y";4
22;39996;"Rent";3.0;"Venture";"A";11000;5.79;0;0.28;"N";2
24;33000;"Mortgage";8.0;"Homeimprovement";"C";2050;13.49;1;0.06;"N";2
34;60000;"Rent";1.0;"Education";"B";10000;9.62;0;0.17;"N";9
27;39600;"Rent";4.0;"Debtconsolidation";"A";2000;7.9;0;0.05;"N";6
27;47000;"Rent";1.0;"Medical";"B";13000;10.99;0;0.28;"N";6
22;75000;"Rent";2.0;"Education";"B";10000;11.26;0;0.13;"N";4
26;9840;"Rent";5.0;"Venture";"B";1750;9.99;1;0.18;"N";4
26;44000;"Mortgage";7.0;"Personal";"E";10000;17.14;0;0.23;"N";4
33;150000;"Own";14.0;"Venture";"B";21000;11.83;0;0.14;"N";9
43;33500;"Rent";4.0;"Personal";"C";6225;14.79;0;0.19;"N";17
22;30000;"Rent";0.0;"Homeimprovement";"B";5000;8.88;1;0.17;"N";3
27;70176;"Rent";3.0;"Venture";"A";9000;7.88;0;0.13;"N";8
33;78000;"Rent";5.0;"Medical";"A";4000;7.14;0;0.05;"N";7
39;70000;"Rent";5.0;"Education";"B";13000;11.99;0;0.19;"N";17
32;15600;"Rent";4.0;"Homeimprovement";"A";5000;5.42;1;0.32;"N";5
33;123000;"Rent";5.0;"Medical";"B";12000;11.83;0;0.1;"N";7
24;94000;"Rent";8.0;"Homeimprovement";"B";16000;11.89;0;0.17;"N";3
28;60000;"Mortgage";4.0;"Debtconsolidation";"B";4800;0.0;0;0.08;"N";5
26;80000;"Mortgage";10.0;"Homeimprovement";"A";7000;6.03;0;0.09;"N";4
26;40000;"Rent";0.0;"Venture";"A";8200;6.62;0;0.2;"N";4
23;28000;"Mortgage";7.0;"Debtconsolidation";"D";9500;15.62;1;0.34;"N";2
24;69000;"Rent";0.0;"Homeimprovement";"E";20000;14.82;1;0.29;"N";4
31;20000;"Rent";7.0;"Debtconsolidation";"C";4200;9.99;0;0.21;"N";4
30;16500;"Rent";0.0;"Venture";"C";4000;14.22;1;0.24;"Y";7
27;54000;"Rent";2.0;"Education";"A";3625;7.9;0;0.07;"N";6
28;42000;"Own";2.0;"Medical";"C";6000;12.84;0;0.14;"N";9
31;20743;"Rent";0.0;"Medical";"A";5000;7.51;0;0.24;"N";5
39;64000;"Rent";4.0;"Education";"C";23500;14.26;1;0.37;"N";13
24;39000;"Rent";2.0;"Debtconsolidation";"D";4000;0.0;1;0.1;"Y";4
22;100000;"Rent";2.0;"Medical";"B";14400;10.74;0;0.14;"N";3
25;39512;"Rent";3.0;"Venture";"C";9000;15.23;1;0.23;"N";4
29;80000;"Rent";2.0;"Medical";"B";30000;12.42;1;0.38;"N";9
27;45600;"Mortgage";3.0;"Homeimprovement";"A";1450;8.49;0;0.03;"N";8
34;33666;"Rent";4.0;"Debtconsolidation";"D";8000;17.49;1;0.24;"Y";5
23;65488;"Rent";1.0;"Debtconsolidation";"B";10000;11.86;0;0.15;"N";3
35;37000;"Rent";2.0;"Personal";"B";6000;9.99;1;0.16;"N";7
25;30720;"Rent";6.0;"Education";"B";10000;10.37;1;0.33;"N";2
22;37000;"Rent";2.0;"Education";"B";4000;10.95;0;0.11;"N";2
27;100000;"Mortgage";1.0;"Debtconsolidation";"C";16000;13.43;0;0.16;"N";5
26;60000;"Rent";3.0;"Medical";"A";7000;6.91;0;0.12;"N";2
22;85000;"Rent";0.0;"Debtconsolidation";"A";10000;7.66;0;0.12;"N";3
35;250000;"Own";8.0;"Venture";"B";15000;9.88;0;0.06;"N";5
32;44000;"Mortgage";8.0;"Medical";"A";3600;6.99;0;0.08;"N";8
22;24000;"Rent";6.0;"Medical";"B";6000;10.65;0;0.25;"N";4
22;43000;"Mortgage";2.0;"Debtconsolidation";"C";8500;12.09;0;0.2;"Y";4
24;43000;"Rent";2.0;"Medical";"C";10000;13.16;0;0.23;"N";4
41;98004;"Mortgage";25.0;"Debtconsolidation";"C";12000;13.57;0;0.12;"N";15
24;125000;"Mortgage";9.0;"Debtconsolidation";"B";25000;10.0;0;0.2;"N";2
22;30000;"Rent";3.0;"Medical";"C";3500;13.92;0;0.12;"N";4
37;74000;"Rent";0.0;"Education";"D";8000;16.89;1;0.11;"N";15
32;140000;"Mortgage";14.0;"Homeimprovement";"A";12000;0.0;0;0.09;"N";8
32;130000;"Mortgage";0.0;"Personal";"A";12000;8.59;0;0.09;"N";7
35;68000;"Mortgage";19.0;"Personal";"E";32000;19.03;0;0.47;"Y";7
23;59000;"Mortgage";7.0;"Personal";"A";3600;7.51;0;0.06;"N";2
23;24000;"Own";2.0;"Education";"D";8000;15.62;0;0.33;"N";2
26;64800;"Mortgage";5.0;"Education";"B";2000;11.99;0;0.03;"N";3
33;25200;"Rent";1.0;"Venture";"A";13250;7.66;1;0.53;"N";6
29;65000;"Mortgage";9.0;"Personal";"A";6000;6.99;0;0.09;"N";10
28;42000;"Rent";1.0;"Personal";"E";3200;16.32;1;0.08;"Y";8
22;64000;"Mortgage";3.0;"Debtconsolidation";"B";14400;11.71;1;0.23;"N";2
22;16800;"Mortgage";0.0;"Debtconsolidation";"C";4750;13.85;1;0.28;"Y";4
26;90000;"Mortgage";1.0;"Personal";"B";20000;0.0;0;0.22;"N";3
24;55000;"Mortgage";1.0;"Medical";"B";5225;9.91;0;0.1;"N";4
26;60000;"Mortgage";3.0;"Education";"B";20000;10.74;0;0.33;"N";4
29;64548;"Mortgage";3.0;"Medical";"B";15000;0.0;0;0.23;"N";7
29;60000;"Rent";0.0;"Debtconsolidation";"B";5600;9.99;0;0.09;"N";7
25;56000;"Mortgage";9.0;"Venture";"B";12375;11.49;0;0.22;"N";4
24;75000;"Own";8.0;"Homeimprovement";"B";29800;0.0;0;0.4;"N";4
25;36000;"Mortgage";0.0;"Medical";"A";5600;7.49;0;0.16;"N";4
25;41412;"Rent";0.0;"Medical";"B";7600;11.12;0;0.18;"N";3
24;18000;"Rent";5.0;"Education";"C";3000;15.27;1;0.17;"N";2
29;65000;"Rent";2.0;"Venture";"B";6000;11.14;0;0.09;"N";10
23;25000;"Own";5.0;"Medical";"A";7200;8.49;0;0.29;"N";2
26;60000;"Mortgage";8.0;"Homeimprovement";"B";12000;10.65;0;0.2;"N";2
24;61000;"Rent";3.0;"Venture";"B";12000;0.0;0;0.2;"N";3
34;28800;"Rent";0.0;"Debtconsolidation";"F";2500;21.36;1;0.09;"N";7
30;77000;"Rent";7.0;"Personal";"B";25000;10.75;1;0.32;"N";8
22;40000;"Mortgage";6.0;"Debtconsolidation";"C";5000;12.99;0;0.13;"Y";2
26;84191;"Mortgage";5.0;"Personal";"A";9000;6.62;0;0.11;"N";3
29;32997;"Rent";7.0;"Debtconsolidation";"A";10000;5.79;0;0.3;"N";7
25;76700;"Mortgage";1.0;"Venture";"E";14800;19.42;0;0.19;"Y";4
35;26400;"Rent";2.0;"Debtconsolidation";"D";6000;16.29;1;0.23;"Y";8
24;100000;"Mortgage";0.0;"Debtconsolidation";"C";16000;14.72;0;0.16;"N";2
27;31513;"Rent";11.0;"Homeimprovement";"A";5000;6.62;1;0.16;"N";7
26;40000;"Rent";0.0;"Debtconsolidation";"B";12000;9.99;0;0.3;"N";3
30;48996;"Rent";1.0;"Homeimprovement";"E";10000;15.45;1;0.2;"N";8
36;35000;"Rent";1.0;"Venture";"B";10000;0.0;0;0.29;"N";15
22;30000;"Rent";3.0;"Education";"D";6200;0.0;0;0.21;"Y";3
25;87000;"Mortgage";4.0;"Medical";"B";13000;11.26;0;0.15;"N";3
24;45000;"Mortgage";2.0;"Homeimprovement";"B";9200;11.89;0;0.2;"N";4
23;76042;"Rent";6.0;"Homeimprovement";"D";20000;15.05;1;0.26;"Y";4
26;38000;"Mortgage";1.0;"Homeimprovement";"A";4000;0.0;0;0.11;"N";3
24;55000;"Rent";2.0;"Homeimprovement";"C";9000;14.72;0;0.16;"Y";2
25;33600;"Rent";5.0;"Personal";"A";5075;5.79;0;0.15;"N";2
37;68480;"Rent";2.0;"Homeimprovement";"C";3600;15.23;0;0.05;"Y";15
24;78000;"Own";8.0;"Education";"B";25000;12.18;0;0.32;"N";4
29;76596;"Mortgage";14.0;"Homeimprovement";"C";17600;13.16;0;0.23;"N";7
22;69996;"Own";2.0;"Medical";"C";8000;12.84;0;0.11;"Y";4
25;39000;"Mortgage";9.0;"Debtconsolidation";"C";3000;13.99;0;0.08;"N";2
28;95000;"Mortgage";9.0;"Medical";"C";5000;0.0;0;0.05;"Y";7
24;29000;"Rent";0.0;"Medical";"D";12000;15.05;1;0.41;"Y";2
24;44700;"Own";8.0;"Medical";"D";14400;15.37;0;0.32;"Y";4
30;60000;"Rent";0.0;"Homeimprovement";"A";8000;7.66;0;0.13;"N";6
35;83234;"Mortgage";19.0;"Debtconsolidation";"D";10000;18.25;1;0.12;"Y";9
23;100000;"Mortgage";7.0;"Personal";"B";10000;10.59;0;0.1;"N";4
21;27000;"Rent";5.0;"Venture";"A";5000;5.42;0;0.19;"N";3
25;144996;"Mortgage";9.0;"Debtconsolidation";"D";17600;14.84;1;0.12;"N";3
24;43000;"Mortgage";5.0;"Homeimprovement";"C";2500;13.49;0;0.06;"Y";4
22;53000;"Rent";2.0;"Venture";"A";9600;7.66;0;0.18;"N";4
29;120000;"Mortgage";11.0;"Venture";"B";16000;12.42;0;0.13;"N";9
26;21600;"Mortgage";0.0;"Homeimprovement";"B";1000;10.36;0;0.05;"N";3
31;25000;"Own";5.0;"Venture";"C";4500;0.0;0;0.18;"Y";8
23;33017;"Rent";1.0;"Personal";"B";5000;0.0;0;0.15;"N";4
25;45996;"Mortgage";9.0;"Homeimprovement";"C";11000;12.68;1;0.24;"N";2
28;70000;"Mortgage";2.0;"Venture";"A";5600;6.62;0;0.08;"N";5
29;129996;"Mortgage";0.0;"Education";"E";30000;18.79;0;0.23;"N";8
21;20000;"Rent";4.0;"Personal";"B";6400;10.99;1;0.32;"N";3
27;50100;"Rent";11.0;"Venture";"A";6600;8.0;0;0.13;"N";7
22;31500;"Rent";3.0;"Debtconsolidation";"D";2900;0.0;1;0.09;"Y";3
24;71151;"Rent";6.0;"Venture";"A";12000;6.62;0;0.17;"N";4
34;44460;"Mortgage";7.0;"Debtconsolidation";"A";9600;7.49;0;0.22;"N";8
24;29000;"Rent";2.0;"Medical";"D";2500;0.0;1;0.09;"N";4
30;80000;"Mortgage";14.0;"Venture";"C";8000;13.92;0;0.1;"N";8
22;40000;"Rent";0.0;"Personal";"A";11575;0.0;0;0.29;"N";3
23;96000;"Mortgage";7.0;"Education";"A";4000;5.42;0;0.04;"N";2
34;50000;"Rent";5.0;"Venture";"C";1500;13.92;0;0.03;"N";5
21;33000;"Own";2.0;"Education";"C";11000;13.11;0;0.33;"Y";3
26;110000;"Rent";10.0;"Education";"A";28000;8.9;0;0.25;"N";2
25;49500;"Rent";6.0;"Personal";"C";24750;14.22;1;0.5;"N";3
26;37820;"Mortgage";3.0;"Debtconsolidation";"A";6300;0.0;0;0.17;"N";2
23;51000;"Rent";4.0;"Debtconsolidation";"A";10400;0.0;0;0.2;"N";2
33;143004;"Mortgage";17.0;"Homeimprovement";"A";10000;6.99;0;0.07;"N";7
28;28080;"Rent";0.0;"Debtconsolidation";"A";12000;7.88;1;0.43;"N";5
24;43200;"Mortgage";3.0;"Homeimprovement";"C";16000;0.0;0;0.37;"Y";2
32;36000;"Rent";4.0;"Venture";"A";5300;8.9;0;0.15;"N";6
27;100000;"Mortgage";1.0;"Homeimprovement";"A";12000;6.03;0;0.12;"N";6
23;45000;"Rent";7.0;"Education";"B";9000;10.65;0;0.2;"N";2
21;40000;"Rent";5.0;"Education";"B";1500;12.18;0;0.04;"N";4
25;34000;"Mortgage";9.0;"Medical";"A";2000;7.66;1;0.06;"N";4
22;60000;"Rent";2.0;"Medical";"C";16800;14.65;0;0.28;"Y";4
30;36000;"Rent";2.0;"Venture";"B";5000;10.75;0;0.14;"N";5
26;51500;"Own";10.0;"Homeimprovement";"A";15000;6.92;0;0.29;"N";2
24;40800;"Mortgage";1.0;"Education";"D";6000;12.92;0;0.15;"N";3
22;60000;"Rent";1.0;"Venture";"B";7500;0.0;0;0.13;"N";4
21;36000;"Rent";0.0;"Education";"A";4500;6.62;0;0.13;"N";2
26;36000;"Mortgage";8.0;"Homeimprovement";"C";6000;12.29;0;0.17;"Y";4
24;36396;"Rent";8.0;"Debtconsolidation";"A";5000;6.03;0;0.14;"N";3
27;68400;"Mortgage";8.0;"Debtconsolidation";"C";8000;14.26;1;0.12;"N";7
24;71004;"Mortgage";8.0;"Debtconsolidation";"D";5000;14.96;1;0.07;"Y";3
23;160000;"Mortgage";5.0;"Personal";"A";35000;7.66;0;0.22;"N";2
22;52000;"Rent";3.0;"Personal";"C";12000;13.57;0;0.23;"Y";2
27;12240;"Rent";0.0;"Venture";"B";3250;10.36;1;0.27;"N";9
22;40000;"Rent";2.0;"Venture";"A";11200;7.88;0;0.28;"N";2
24;54000;"Mortgage";5.0;"Venture";"A";4000;5.42;0;0.07;"N";2
23;24000;"Rent";4.0;"Medical";"C";4000;11.66;0;0.17;"N";4
29;61200;"Mortgage";2.0;"Medical";"F";15000;17.58;1;0.21;"N";5
30;150000;"Rent";14.0;"Debtconsolidation";"A";12000;7.29;0;0.08;"N";7
22;34000;"Rent";1.0;"Personal";"C";6500;13.22;1;0.19;"Y";3
28;29000;"Mortgage";6.0;"Debtconsolidation";"C";5600;0.0;1;0.19;"N";5
46;105000;"Rent";4.0;"Education";"A";6000;7.14;0;0.06;"N";16
22;65000;"Mortgage";4.0;"Education";"A";9000;9.63;0;0.14;"N";3
22;29000;"Rent";7.0;"Medical";"B";9000;0.0;1;0.31;"N";2
30;54000;"Rent";1.0;"Education";"A";12000;6.62;1;0.22;"N";6
23;21600;"Rent";1.0;"Education";"D";4500;15.65;1;0.21;"N";2
26;60000;"Mortgage";3.0;"Homeimprovement";"A";2000;0.0;0;0.03;"N";4
23;46500;"Mortgage";1.0;"Medical";"A";5000;7.49;1;0.11;"N";3
25;60000;"Rent";0.0;"Venture";"B";12000;11.86;0;0.2;"N";4
26;18000;"Rent";1.0;"Venture";"C";2400;13.06;1;0.13;"Y";2
27;69996;"Rent";3.0;"Homeimprovement";"D";10800;14.91;0;0.15;"N";6
22;31200;"Mortgage";2.0;"Debtconsolidation";"A";1050;7.51;1;0.03;"N";4
25;39000;"Rent";4.0;"Homeimprovement";"D";15000;12.92;1;0.38;"N";2
26;92500;"Rent";3.0;"Debtconsolidation";"B";12000;11.71;0;0.13;"N";4
33;100000;"Rent";1.0;"Homeimprovement";"C";25000;11.66;0;0.25;"N";9
23;45000;"Rent";2.0;"Medical";"A";6575;8.0;0;0.15;"N";4
23;41500;"Rent";3.0;"Education";"E";6000;16.7;1;0.14;"N";2
23;78000;"Rent";3.0;"Education";"B";3200;10.99;1;0.04;"N";3
32;24000;"Rent";0.0;"Debtconsolidation";"B";1680;6.03;0;0.07;"N";12
28;15000;"Own";2.0;"Personal";"B";4375;12.42;1;0.29;"N";9
32;29000;"Rent";17.0;"Personal";"D";4800;16.29;1;0.17;"Y";7
21;28500;"Own";0.0;"Education";"C";4800;12.87;0;0.17;"N";3
21;63250;"Rent";2.0;"Personal";"B";6225;10.99;0;0.1;"N";4
48;50004;"Rent";8.0;"Education";"A";4000;7.68;0;0.08;"N";11
22;78000;"Mortgage";6.0;"Education";"B";18000;10.99;0;0.23;"N";3
30;70000;"Mortgage";7.0;"Debtconsolidation";"A";10000;0.0;0;0.14;"N";7
24;45000;"Rent";8.0;"Medical";"C";8000;12.73;0;0.18;"Y";4
37;50400;"Rent";9.0;"Venture";"A";1800;8.9;0;0.04;"N";11
36;39000;"Mortgage";8.0;"Venture";"A";7000;5.79;0;0.18;"N";17
